,serial number,Well number,well_no,longitude,latitude,location,Well type,remarks,year,month,value
4270,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2011,Dec,1.45
4271,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2011,Dec,2.3
4272,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2011,Dec,2.55
4273,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2011,Dec,0.81
4274,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2011,Dec,0.46
4275,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2011,Dec,2.95
4276,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2011,Dec,1.3
4277,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2011,Dec,3.24
4278,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2011,Dec,2.1
4279,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2011,Dec,1.85
4280,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2011,Dec,2.25
4281,12,16-045/46(BK)16,bk-sw-16_1,568400,3111800,Rajgarhawa,Shallow well,NA,2011,Dec,3.25
4282,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2011,Dec,1.6
4283,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2011,Dec,1.23
4284,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2011,Dec,2.97
4285,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2011,Dec,NA
4286,17,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2011,Dec,2.41
4287,18,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2011,Dec,1.93
4288,19,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2011,Dec,2.05
4289,20,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2011,Dec,1.5
4290,21,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2011,Dec,11.28
4291,22,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2011,Dec,11.5
4292,23,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2011,Dec,11.38
4293,24,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2011,Dec,10.11
4294,25,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2011,Dec,2.63
121,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,Jan,2.45
122,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,Jan,2.15
123,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,Jan,3.35
124,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,Jan,0.91
125,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,Jan,0.41
126,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,Jan,3.15
127,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,Jan,1.7
128,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,Jan,3.54
129,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,Jan,2.55
130,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,Jan,2.55
131,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,Jan,1.95
132,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,Jan,1.8
133,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,Jan,1.18
134,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,Jan,2.87
135,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,Jan,NA
136,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,Jan,2.71
137,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,Jan,1.93
138,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,Jan,1.95
139,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,Jan,2.6
140,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,Jan,11.38
141,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,Jan,11.35
142,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,Jan,11.38
143,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,Jan,10.26
144,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2014,Jan,2.83
496,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,Feb,2.55
497,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,Feb,2.2
498,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,Feb,3.45
499,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,Feb,1.01
500,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,Feb,0.51
501,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,Feb,3.3
502,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,Feb,1.8
503,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,Feb,3.79
504,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,Feb,2.6
505,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,Feb,2.7
506,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,Feb,2.05
507,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,Feb,2
508,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,Feb,1.23
509,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,Feb,2.92
510,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,Feb,NA
511,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,Feb,2.76
512,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,Feb,2.03
513,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,Feb,2.05
514,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,Feb,2.85
515,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,Feb,11.43
516,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,Feb,11.4
517,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,Feb,11.48
518,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,Feb,10.31
519,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2014,Feb,2.93
871,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,Mar,2.9
872,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,Mar,2.35
873,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,Mar,3.75
874,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,Mar,1.31
875,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,Mar,0.61
876,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,Mar,3.65
877,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,Mar,2.2
878,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,Mar,3.99
879,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,Mar,2.85
880,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,Mar,2.85
881,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,Mar,2.2
882,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,Mar,2.15
883,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,Mar,1.43
884,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,Mar,3.17
885,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,Mar,NA
886,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,Mar,3.31
887,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,Mar,2.18
888,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,Mar,2.3
889,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,Mar,3.2
890,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,Mar,11.73
891,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,Mar,11.55
892,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,Mar,11.73
893,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,Mar,10.61
894,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2014,Mar,3.13
1246,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,Apr,3.1
1247,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,Apr,2.6
1248,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,Apr,4.05
1249,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,Apr,1.66
1250,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,Apr,0.86
1251,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,Apr,4.4
1252,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,Apr,3.1
1253,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,Apr,4.54
1254,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,Apr,3.25
1255,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,Apr,3.15
1256,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,Apr,2.65
1257,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,Apr,2.55
1258,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,Apr,1.88
1259,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,Apr,3.87
1260,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,Apr,NA
1261,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,Apr,3.91
1262,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,Apr,2.63
1263,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,Apr,2.9
1264,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,Apr,3.7
1265,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,Apr,11.98
1266,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,Apr,11.9
1267,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,Apr,11.98
1268,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,Apr,10.81
1269,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2014,Apr,3.43
1621,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,May,3.2
1622,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,May,2.95
1623,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,May,5.2
1624,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,May,2.31
1625,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,May,1.96
1626,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,May,4.7
1627,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,May,3.75
1628,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,May,5.04
1629,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,May,3.65
1630,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,May,3.45
1631,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,May,3.55
1632,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,May,3.7
1633,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,May,3.48
1634,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,May,4.67
1635,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,May,NA
1636,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,May,4.36
1637,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,May,2.98
1638,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,May,3.15
1639,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,May,4.6
1640,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,May,12.13
1641,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,May,12
1642,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,May,12.13
1643,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,May,10.91
1644,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2014,May,4.03
1996,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,Jun,3.45
1997,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,Jun,3.1
1998,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,Jun,5.75
1999,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,Jun,2.46
2000,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,Jun,2.11
2001,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,Jun,5.05
2002,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,Jun,4.2
2003,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,Jun,5.54
2004,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,Jun,3.95
2005,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,Jun,3.75
2006,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,Jun,3.75
2007,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,Jun,3.75
2008,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,Jun,3.58
2009,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,Jun,5.02
2010,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,Jun,NA
2011,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,Jun,4.66
2012,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,Jun,3.13
2013,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,Jun,3.3
2014,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,Jun,5
2015,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,Jun,12.28
2016,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,Jun,12.1
2017,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,Jun,12.28
2018,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,Jun,11.01
2019,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2014,Jun,4.88
2371,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,Jul,2.3
2372,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,Jul,2.2
2373,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,Jul,4.15
2374,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,Jul,1.81
2375,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,Jul,1.06
2376,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,Jul,4.1
2377,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,Jul,1.8
2378,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,Jul,4.09
2379,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,Jul,3.3
2380,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,Jul,2.95
2381,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,Jul,3.05
2382,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,Jul,2.6
2383,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,Jul,2.38
2384,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,Jul,3.92
2385,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,Jul,NA
2386,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,Jul,3.71
2387,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,Jul,2.38
2388,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,Jul,2.5
2389,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,Jul,3.6
2390,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,Jul,11.18
2391,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,Jul,11
2392,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,Jul,11.08
2393,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,Jul,9.96
2394,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2014,Jul,2.68
2746,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,Aug,0.95
2747,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,Aug,1.3
2748,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,Aug,1.8
2749,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,Aug,0.36
2750,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,Aug,0.11
2751,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,Aug,1.9
2752,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,Aug,0.3
2753,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,Aug,2.09
2754,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,Aug,1.1
2755,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,Aug,0.85
2756,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,Aug,1.25
2757,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,Aug,0.4
2758,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,Aug,0.18
2759,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,Aug,1.92
2760,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,Aug,NA
2761,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,Aug,1.36
2762,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,Aug,0.98
2763,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,Aug,1.1
2764,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,Aug,1.15
2765,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,Aug,10.78
2766,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,Aug,9.95
2767,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,Aug,10.68
2768,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,Aug,9.66
2769,5,EXPT-7,bk-dw-05,81.60245,28.05131,Parsapur,Deep well,NA,2014,Aug,0.93
3121,1,1-045/46(BK)1,bk-sw-01,569500,3119130,Rohini_Khola,Shallow well,NA,2014,Sep,1.05
3122,2,2-045/46(BK)2,bk-sw-02,569500,3125700,Jabadhawa,Shallow well,NA,2014,Sep,1.35
3123,3,3-045/46(BK)3,bk-sw-03,563125,3125750,Banktuwa,Shallow well,NA,2014,Sep,1.95
3124,4,4-045/46(BK)4,bk-sw-04,561300,3119200,Channawa,Shallow well,NA,2014,Sep,0.41
3125,5,5-045/46(BK)5,bk-sw-05_1,557300,3118750,Thapawa,Shallow well,NA,2014,Sep,0.16
3126,6,6-045/46(BK)6,bk-sw-06_1,564800,3112800,Piprahawa,Shallow well,NA,2014,Sep,2
3127,7,7-045/46(BK)7,bk-sw-07_1,562100,3107400,Bhujai,Shallow well,NA,2014,Sep,0.4
3128,8,8-045/46(BK)8,bk-sw-08_1,564900,3118750,Birta,Shallow well,NA,2014,Sep,2.19
3129,9,9-045/46(BK)9,bk-sw-09_1,565600,3102880,Shikhanpurwa,Shallow well,NA,2014,Sep,1.25
3130,10,10-045/46(BK)10,bk-sw-10_1,570875,3099130,Kharaicha,Shallow well,NA,2014,Sep,1
3131,11,11-045/46(BK)11,bk-sw-11_1,570875,3100800,Jaispur,Shallow well,NA,2014,Sep,1.4
3132,13,17-045/46(BK)17,bk-sw-17_1,560000,3114200,D_Gaon,Shallow well,NA,2014,Sep,0.5
3133,14,18-045/46(BK)18,bk-sw-18_1,560000,3113800,Kalhansgaon,Shallow well,NA,2014,Sep,0.23
3134,15,19-045/46(BK)19,bk-sw-19_1,554600,3108800,GaughatSW,Shallow well,NA,2014,Sep,2.07
3135,16,20-045/46(BK)20,bk-sw-20_1,574200,3119750,Mahadevpuri,Shallow well,flowing,2014,Sep,NA
3136,18,NISP/STW 1,bk-sw-24_1,582750,3103700,Office_Compund,Shallow well,NA,2014,Sep,1.41
3137,19,NISP/INV/STW 8,bk-sw-25_1,NA,NA,Kajurakurda,Shallow well,NA,2014,Sep,1.08
3138,20,NISP/INV/STW 10,bk-sw-26,NA,NA,Banjaregaon,Shallow well,NA,2014,Sep,1.15
3139,21,NISP/INV/STW 11,bk-sw-27,NA,NA,Ramapurawa,Shallow well,NA,2014,Sep,1.3
3140,1,SP-1,bk-dw-01,81.60245,28.05131,K_Gaon,Deep well,NA,2014,Sep,10.88
3141,2,SP-6,bk-dw-02,81.54661,28.08181,L_Gaon,Deep well,NA,2014,Sep,10.05
3142,3,SP-9,bk-dw-03,81.51668,28.12222,GaughatDW1,Deep well,NA,2014,Sep,10.78
3143,4,SP-13,bk-dw-04_1,81.51731,28.11321,GaughatDW2,Deep well,NA,2014,Sep,9.76
